"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CUCUMBERS","CUCUMBERS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","14.55",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","17.94",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB","TOTAL","NOT SPECIFIED","36.9",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","21.42",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","24.5",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","9.45",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","13.08",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, RED SEEDLESS - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","14.56",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, RED SEEDLESS - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","18.02",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, RED SEEDLESS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB","TOTAL","NOT SPECIFIED","36.2",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, RED SEEDLESS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","20.73",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, RED SEEDLESS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","23.83",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, RED SEEDLESS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","9.42",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, RED SEEDLESS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","13.17",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, WHITE SEEDLESS - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","14.48",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, WHITE SEEDLESS - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","17.61",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, WHITE SEEDLESS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB","TOTAL","NOT SPECIFIED","42",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, WHITE SEEDLESS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","26.7",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, WHITE SEEDLESS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","29.65",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, WHITE SEEDLESS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","9.56",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, WHITE SEEDLESS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","12.76",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HAY","HAY - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","151",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","151",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","HAY","HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","MELONS, CANTALOUP - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","19.3",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","MELONS, CANTALOUP, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","19.3",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","MELONS, CANTALOUP, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","MELONS, WATERMELON - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","18",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MELONS","MELONS, WATERMELON, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","18",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","11.42",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","14.48",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB","TOTAL","NOT SPECIFIED","30.6",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","14.46",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","17.71",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, MID & NAVEL - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","9.85",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, MID & NAVEL - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","12.86",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, MID & NAVEL, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB","TOTAL","NOT SPECIFIED","31.4",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, MID & NAVEL, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","15.31",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, MID & NAVEL, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","18.51",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, MID & NAVEL, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","9.57",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, MID & NAVEL, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","12.57",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","11.3",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","14.36",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, VALENCIA - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","12.56",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, VALENCIA - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","15.67",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, VALENCIA, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB","TOTAL","NOT SPECIFIED","29.6",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, VALENCIA, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","13.43",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, VALENCIA, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","16.73",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, VALENCIA, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","12.54",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","ORANGES","ORANGES, VALENCIA, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","15.64",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","PEANUTS","PEANUTS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.201",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","PEPPERS","PEPPERS, BELL - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","65.1",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","65.1",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","POTATOES","POTATOES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","21.3",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","SQUASH","SQUASH - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","43.8",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","SQUASH","SQUASH, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","43.8",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","152",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","SUGARCANE","SUGARCANE, SUGAR - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","36.7",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","SWEET CORN","SWEET CORN - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","30",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","SWEET CORN","SWEET CORN, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","30",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TANGERINES","TANGERINES - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","17.04",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TANGERINES","TANGERINES - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","21.55",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TANGERINES","TANGERINES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB","TOTAL","NOT SPECIFIED","46.1",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TANGERINES","TANGERINES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","27.25",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TANGERINES","TANGERINES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","31.7",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TANGERINES","TANGERINES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","4.63",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TANGERINES","TANGERINES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","9.23",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","55.1",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","55.1",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","WHEAT","WHEAT - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BEANS","BEANS, SNAP - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","52.9",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BEANS","BEANS, SNAP, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BEANS","BEANS, SNAP, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.41",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.94",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.42",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CABBAGE","CABBAGE - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","16.3",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CABBAGE","CABBAGE, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CABBAGE","CABBAGE, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.53",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","115",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, PIMA - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.613",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CUCUMBERS","CUCUMBERS - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","21",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CUCUMBERS","CUCUMBERS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CUCUMBERS","CUCUMBERS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","84",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","84",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","HAY","HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","MELONS, CANTALOUP - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.6",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","MELONS, CANTALOUP, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.6",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","MELONS, CANTALOUP, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","MELONS, WATERMELON - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","12.5",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MELONS","MELONS, WATERMELON, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","12.5",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","OATS","OATS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.1",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","ONIONS","ONIONS, DRY - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","48.5",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","ONIONS","ONIONS, DRY, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","ONIONS","ONIONS, DRY, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEACHES","PEACHES - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,120",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEACHES","PEACHES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEACHES","PEACHES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEANUTS","PEANUTS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.195",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PECANS","PECANS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.88",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PECANS","PECANS, IMPROVED - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.88",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEPPERS","PEPPERS, BELL - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","42",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","PEPPERS","PEPPERS, BELL, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","42",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","RYE","RYE - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","8.95",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","SQUASH","SQUASH - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","42.8",""
"SURVEY","2019","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","SQUASH","SQUASH, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
